,0,1
dundee,5.0,6.25e-06
renege,1.0,1.25e-06
announce,8.0,1e-05
frustrated,5.0,6.25e-06
misery,4.0,5e-06
compounded,3.0,3.75e-06
snails,17.0,2.125e-05
mollusks,2.0,2.5e-06
thrills,2.0,2.5e-06
chills,1.0,1.25e-06
pudgy,1.0,1.25e-06
amorous,1.0,1.25e-06
moron,1.0,1.25e-06
peripherals,1.0,1.25e-06
mahdist,3.0,3.75e-06
hollow,6.0,7.5e-06
tack,1.0,1.25e-06
bulk,18.0,2.25e-05
khalifa,2.0,2.5e-06
khartoum,5.0,6.25e-06
nile,7.0,8.75e-06
berber,1.0,1.25e-06
tribesmen,1.0,1.25e-06
supervise,2.0,2.5e-06
grahams,3.0,3.75e-06
totalling,2.0,2.5e-06
mules,6.0,7.5e-06
camels,5.0,6.25e-06
handful,6.0,7.5e-06
rations,2.0,2.5e-06
assigning,5.0,6.25e-06
hussars,2.0,2.5e-06
garrisons,2.0,2.5e-06
thence,2.0,2.5e-06
diverting,2.0,2.5e-06
southwestwards,2.0,2.5e-06
mimosa,3.0,3.75e-06
havoc,6.0,7.5e-06
telegraphed,2.0,2.5e-06
proposing,6.0,7.5e-06
clearing,9.0,1.125e-05
zareba,1.0,1.25e-06
improvised,3.0,3.75e-06
stockade,4.0,5e-06
thorn,2.0,2.5e-06
stacked,2.0,2.5e-06
trunks,2.0,2.5e-06
dragged,4.0,5e-06
cordon,2.0,2.5e-06
entrenchments,1.0,1.25e-06
sandbag,1.0,1.25e-06
parapets,2.0,2.5e-06
sappers,2.0,2.5e-06
dragging,3.0,3.75e-06
unloading,4.0,5e-06
diagram,4.0,5e-06
illustrates,2.0,2.5e-06
disposition,8.0,1e-05
perimeters,1.0,1.25e-06
unfinished,5.0,6.25e-06
redoubts,1.0,1.25e-06
manned,3.0,3.75e-06
redoubt,7.0,8.75e-06
berkshire,33.0,4.125e-05
uncompleted,1.0,1.25e-06
straying,1.0,1.25e-06
awaited,3.0,3.75e-06
piled,1.0,1.25e-06
felling,2.0,2.5e-06
lancers,1.0,1.25e-06
galloped,2.0,2.5e-06
arabs,15.0,1.875e-05
heels,2.0,2.5e-06
volleys,1.0,1.25e-06
bengalese,1.0,1.25e-06
stampeding,1.0,1.25e-06
gaining,11.0,1.375e-05
eyewitness,5.0,6.25e-06
carts,2.0,2.5e-06
midst,5.0,6.25e-06
happen,11.0,1.375e-05
behaved,1.0,1.25e-06
splendidly,1.0,1.25e-06
lingered,1.0,1.25e-06
feigning,2.0,2.5e-06
crawled,1.0,1.25e-06
slay,2.0,2.5e-06
kaffir,1.0,1.25e-06
lain,1.0,1.25e-06
tally,6.0,7.5e-06
camel,3.0,3.75e-06
drivers,30.0,3.75e-05
underestimates,1.0,1.25e-06
cremated,1.0,1.25e-06
theirs,3.0,3.75e-06
garrisoned,2.0,2.5e-06
purposeless,1.0,1.25e-06
gladstone,1.0,1.25e-06
galloway,8.0,1e-05
erroneous,1.0,1.25e-06
uncharted,1.0,1.25e-06
affording,1.0,1.25e-06
footnotes,1.0,1.25e-06
phalaris,2.0,2.5e-06
canary,5.0,6.25e-06
danda,1.0,1.25e-06
sittee,1.0,1.25e-06
tufted,1.0,1.25e-06
panicle,1.0,1.25e-06
uneventful,3.0,3.75e-06
anders,3.0,3.75e-06
synonyms,2.0,2.5e-06
infraspecific,2.0,2.5e-06
forage,1.0,1.25e-06
birdseed,1.0,1.25e-06
poisonous,2.0,2.5e-06
contaminant,1.0,1.25e-06
undrafted,7.0,8.75e-06
teammate,6.0,7.5e-06
hayward,1.0,1.25e-06
fumble,2.0,2.5e-06
touchdown,20.0,2.5e-05
doping,3.0,3.75e-06
federations,5.0,6.25e-06
ifs,1.0,1.25e-06
paso,9.0,1.125e-05
organizational,8.0,1e-05
logistic,1.0,1.25e-06
boc,1.0,1.25e-06
boisterous,1.0,1.25e-06
celebrating,7.0,8.75e-06
sol,3.0,3.75e-06
para,5.0,6.25e-06
shines,1.0,1.25e-06
reinforcing,3.0,3.75e-06
prejudice,4.0,5e-06
harmonizes,1.0,1.25e-06
cellular,5.0,6.25e-06
commotion,3.0,3.75e-06
enforcing,2.0,2.5e-06
playful,2.0,2.5e-06
captivating,1.0,1.25e-06
mascots,4.0,5e-06
flame,3.0,3.75e-06
givens,2.0,2.5e-06
ceremonies,19.0,2.375e-05
viva,1.0,1.25e-06
abbreviated,16.0,2e-05
brazils,9.0,1.125e-05
lula,2.0,2.5e-06
booed,1.0,1.25e-06
polar,3.0,3.75e-06
legacies,3.0,3.75e-06
gymnastics,10.0,1.25e-05
aquatic,4.0,5e-06
synchronized,3.0,3.75e-06
diving,9.0,1.125e-05
velodrome,1.0,1.25e-06
skating,12.0,1.5e-05
expositions,4.0,5e-06
equestrian,4.0,5e-06
pentathlon,1.0,1.25e-06
archery,1.0,1.25e-06
julio,3.0,3.75e-06
polo,13.0,1.625e-05
racquetball,2.0,2.5e-06
basque,8.0,1e-05
pelota,3.0,3.75e-06
princesses,1.0,1.25e-06
worm,5.0,6.25e-06
peripatopsidae,1.0,1.25e-06
comte,5.0,6.25e-06
frs,1.0,1.25e-06
mineralogist,2.0,2.5e-06
bourbon,2.0,2.5e-06
seigneur,1.0,1.25e-06
martinet,1.0,1.25e-06
crystallography,1.0,1.25e-06
lisle,1.0,1.25e-06
silicate,4.0,5e-06
sulphides,1.0,1.25e-06
globules,1.0,1.25e-06
matrices,18.0,2.25e-05
meteorites,2.0,2.5e-06
extraterrestrial,11.0,1.375e-05
hume,3.0,3.75e-06
xviii,5.0,6.25e-06
napoleon,11.0,1.375e-05
vocational,9.0,1.125e-05
taluk,7.0,8.75e-06
sip,8.0,1e-05
tai,45.0,5.625e-05
cantons,3.0,3.75e-06
lao,3.0,3.75e-06
confederation,6.0,7.5e-06
chiefdoms,3.0,3.75e-06
mountainous,6.0,7.5e-06
indochina,5.0,6.25e-06
panna,1.0,1.25e-06
sounding,3.0,3.75e-06
muang,3.0,3.75e-06
chiefdom,2.0,2.5e-06
chao,5.0,6.25e-06
valleys,8.0,1e-05
lai,7.0,8.75e-06
formalised,1.0,1.25e-06
homogenous,1.0,1.25e-06
symbolic,8.0,1e-05
premodern,2.0,2.5e-06
intersection,16.0,2e-05
mandalas,1.0,1.25e-06
lan,2.0,2.5e-06
siam,3.0,3.75e-06
upland,1.0,1.25e-06
principalities,1.0,1.25e-06
retreating,4.0,5e-06
eurasian,3.0,3.75e-06
reestablished,4.0,5e-06
pavies,1.0,1.25e-06
longs,4.0,5e-06
nam,1.0,1.25e-06
retain,22.0,2.75e-05
khu,3.0,3.75e-06
lolo,1.0,1.25e-06
monopolised,1.0,1.25e-06
opium,1.0,1.25e-06
tolerated,2.0,2.5e-06
refrained,2.0,2.5e-06
delegating,1.0,1.25e-06
subjugated,2.0,2.5e-06
bien,5.0,6.25e-06
phu,2.0,2.5e-06
dislodge,1.0,1.25e-06
sealed,6.0,7.5e-06
marking,7.0,8.75e-06
autonomies,1.0,1.25e-06
reunification,4.0,5e-06
multitasking,1.0,1.25e-06
processor,5.0,6.25e-06
graphical,5.0,6.25e-06
dos,7.0,8.75e-06
cpu,8.0,1e-05
configured,2.0,2.5e-06
vendor,1.0,1.25e-06
intentions,12.0,1.5e-05
terminals,3.0,3.75e-06
networked,3.0,3.75e-06
workstations,2.0,2.5e-06
softwares,2.0,2.5e-06
shifted,13.0,1.625e-05
setups,2.0,2.5e-06
likes,8.0,1e-05
multiuser,2.0,2.5e-06
registry,4.0,5e-06
correction,13.0,1.625e-05
chesterfield,4.0,5e-06
goshen,2.0,2.5e-06
plainfield,1.0,1.25e-06
hampshire,36.0,4.5e-05
monroe,25.0,3.125e-05
hinds,1.0,1.25e-06
councillors,9.0,1.125e-05
pardons,2.0,2.5e-06
commutations,1.0,1.25e-06
gubernatorial,3.0,3.75e-06
notaries,2.0,2.5e-06
worcester,21.0,2.625e-05
taconic,1.0,1.25e-06
islander,6.0,7.5e-06
mahican,1.0,1.25e-06
frontiersmen,1.0,1.25e-06
homesteads,1.0,1.25e-06
barrels,4.0,5e-06
cider,5.0,6.25e-06
quarts,1.0,1.25e-06
stockbridge,1.0,1.25e-06
richmond,22.0,2.75e-05
cottages,4.0,5e-06
inns,2.0,2.5e-06
moca,1.0,1.25e-06
shaker,5.0,6.25e-06
intercity,2.0,2.5e-06
raja,13.0,1.625e-05
peripheral,5.0,6.25e-06
drained,3.0,3.75e-06
honouring,1.0,1.25e-06
cater,2.0,2.5e-06
renovating,2.0,2.5e-06
beautification,1.0,1.25e-06
landscaped,4.0,5e-06
surround,3.0,3.75e-06
krishna,9.0,1.125e-05
silks,3.0,3.75e-06
radiate,1.0,1.25e-06
wiltshire,6.0,7.5e-06
origines,1.0,1.25e-06
antiquities,9.0,1.125e-05
caricatured,1.0,1.25e-06
antiquarian,3.0,3.75e-06
pioneered,8.0,1e-05
stonehenge,1.0,1.25e-06
fancies,1.0,1.25e-06
tricks,5.0,6.25e-06
deceived,2.0,2.5e-06
ruin,7.0,8.75e-06
foregoing,2.0,2.5e-06
disrelish,1.0,1.25e-06
meller,1.0,1.25e-06
unopposed,6.0,7.5e-06
belly,10.0,1.25e-05
rupert,3.0,3.75e-06
deirdre,2.0,2.5e-06
smiley,3.0,3.75e-06
meeten,2.0,2.5e-06
transporting,5.0,6.25e-06
carrier,9.0,1.125e-05
unseen,1.0,1.25e-06
fantasia,5.0,6.25e-06
reeves,21.0,2.625e-05
capper,8.0,1e-05
hooded,3.0,3.75e-06
captives,6.0,7.5e-06
hostiles,1.0,1.25e-06
sedates,4.0,5e-06
badly,13.0,1.625e-05
jeep,1.0,1.25e-06
vomits,1.0,1.25e-06
erratic,2.0,2.5e-06
sabotaged,2.0,2.5e-06
gruesome,4.0,5e-06
tends,7.0,8.75e-06
decapitated,1.0,1.25e-06
container,17.0,2.125e-05
evan,5.0,6.25e-06
tranquilizers,1.0,1.25e-06
rotting,1.0,1.25e-06
viewport,1.0,1.25e-06
pockets,7.0,8.75e-06
dreamt,1.0,1.25e-06
monstrous,2.0,2.5e-06
calmed,2.0,2.5e-06
dossiers,1.0,1.25e-06
disbelief,1.0,1.25e-06
inspects,1.0,1.25e-06
taunts,3.0,3.75e-06
injecting,3.0,3.75e-06
realizing,12.0,1.5e-05
dosages,1.0,1.25e-06
sedative,1.0,1.25e-06
egged,1.0,1.25e-06
ingests,1.0,1.25e-06
trips,6.0,7.5e-06
jammed,1.0,1.25e-06
flees,6.0,7.5e-06
suits,6.0,7.5e-06
masks,6.0,7.5e-06
masked,5.0,6.25e-06
declares,4.0,5e-06
loudspeaker,1.0,1.25e-06
emerges,6.0,7.5e-06
clive,5.0,6.25e-06
subvert,1.0,1.25e-06
viewer,7.0,8.75e-06
clues,5.0,6.25e-06
aggregator,4.0,5e-06
confusing,5.0,6.25e-06
intriguing,3.0,3.75e-06
frustratingly,1.0,1.25e-06
oblique,2.0,2.5e-06
induces,2.0,2.5e-06
tedium,1.0,1.25e-06
claustrophobia,1.0,1.25e-06
claustrophobic,1.0,1.25e-06
disappointing,10.0,1.25e-05
payoff,3.0,3.75e-06
commenting,1.0,1.25e-06
twists,2.0,2.5e-06
tease,1.0,1.25e-06
unsatisfying,1.0,1.25e-06
hide,11.0,1.375e-05
noel,11.0,1.375e-05
tedious,6.0,7.5e-06
ambiguous,10.0,1.25e-05
scary,1.0,1.25e-06
engrossing,2.0,2.5e-06
dread,2.0,2.5e-06
satisfying,3.0,3.75e-06
atmospheric,4.0,5e-06
phalaenopsis,1.0,1.25e-06
glynn,3.0,3.75e-06
profiler,3.0,3.75e-06
investigative,11.0,1.375e-05
preys,2.0,2.5e-06
charlestons,2.0,2.5e-06
hollands,1.0,1.25e-06
quote,2.0,2.5e-06
patricia,19.0,2.375e-05
cutter,13.0,1.625e-05
pablo,6.0,7.5e-06
bedroom,3.0,3.75e-06
screaming,11.0,1.375e-05
alarm,5.0,6.25e-06
hacked,2.0,2.5e-06
nowhere,3.0,3.75e-06
dispatches,4.0,5e-06
notices,7.0,8.75e-06
pulling,9.0,1.125e-05
disturbed,7.0,8.75e-06
fragile,8.0,1e-05
graphology,1.0,1.25e-06
killers,9.0,1.125e-05
viewings,2.0,2.5e-06
handwriting,1.0,1.25e-06
puzzled,2.0,2.5e-06
shotgun,6.0,7.5e-06
mat,8.0,1e-05
crayon,2.0,2.5e-06
videotape,1.0,1.25e-06
reflection,8.0,1e-05
pane,1.0,1.25e-06
extracting,3.0,3.75e-06
relive,1.0,1.25e-06
undermine,2.0,2.5e-06
stakeout,1.0,1.25e-06
escapes,9.0,1.125e-05
occupants,1.0,1.25e-06
ambushes,1.0,1.25e-06
knocking,4.0,5e-06
lunges,1.0,1.25e-06
recreate,4.0,5e-06
torment,2.0,2.5e-06
helmed,1.0,1.25e-06
manus,1.0,1.25e-06
carters,2.0,2.5e-06
graphologist,2.0,2.5e-06
realistically,1.0,1.25e-06
gehenna,1.0,1.25e-06
manhunter,2.0,2.5e-06
survives,10.0,1.25e-05
strangers,3.0,3.75e-06
verses,7.0,8.75e-06
exodus,2.0,2.5e-06
weeds,1.0,1.25e-06
nielsen,4.0,5e-06
tuned,5.0,6.25e-06
shearman,2.0,2.5e-06
lars,1.0,1.25e-06
lone,4.0,5e-06
unspectacular,1.0,1.25e-06
av,6.0,7.5e-06
unsettling,1.0,1.25e-06
impersonal,2.0,2.5e-06
heroism,6.0,7.5e-06
clever,5.0,6.25e-06
premise,6.0,7.5e-06
suspense,2.0,2.5e-06
gruesomely,1.0,1.25e-06
salaried,1.0,1.25e-06
staffs,6.0,7.5e-06
crewe,8.0,1e-05
grievances,2.0,2.5e-06
wouldnt,10.0,1.25e-05
fragmented,6.0,7.5e-06
divisional,4.0,5e-06
finances,5.0,6.25e-06
forbids,1.0,1.25e-06
biennial,5.0,6.25e-06
phrased,1.0,1.25e-06
discouraged,5.0,6.25e-06
absconded,1.0,1.25e-06
ag,8.0,1e-05
recognise,3.0,3.75e-06
steadily,4.0,5e-06
uneconomic,1.0,1.25e-06
axe,4.0,5e-06
hardest,2.0,2.5e-06
recruit,7.0,8.75e-06
endorsed,11.0,1.375e-05
vacate,2.0,2.5e-06
melton,6.0,7.5e-06
devonshire,1.0,1.25e-06
unwise,1.0,1.25e-06
origami,3.0,3.75e-06
directions,12.0,1.5e-05
carvings,5.0,6.25e-06
reconstruct,2.0,2.5e-06
comparison,16.0,2e-05
authenticity,4.0,5e-06
thirds,3.0,3.75e-06
pairs,11.0,1.375e-05
diagonal,6.0,7.5e-06
fold,6.0,7.5e-06
pinwheel,8.0,1e-05
flaps,8.0,1e-05
interleaving,1.0,1.25e-06
multilayered,1.0,1.25e-06
triangular,10.0,1.25e-05
tuck,6.0,7.5e-06
insert,4.0,5e-06
assemble,3.0,3.75e-06
unfolding,3.0,3.75e-06
gently,3.0,3.75e-06
gluing,2.0,2.5e-06
undersides,1.0,1.25e-06
glue,3.0,3.75e-06
glued,3.0,3.75e-06
tucked,2.0,2.5e-06
cuboctahedron,1.0,1.25e-06
flap,1.0,1.25e-06
equilateral,1.0,1.25e-06
hinge,2.0,2.5e-06
honda,2.0,2.5e-06
hexagon,2.0,2.5e-06
franz,15.0,1.875e-05
quintet,30.0,3.75e-05
op,3.0,3.75e-06
cello,20.0,2.5e-05
quartet,23.0,2.875e-05
viola,9.0,1.125e-05
quintets,5.0,6.25e-06
sublime,3.0,3.75e-06
possessing,1.0,1.25e-06
bottomless,1.0,1.25e-06
pathos,2.0,2.5e-06
schubert,14.0,1.75e-05
sonatas,1.0,1.25e-06
heinrich,9.0,1.125e-05
commend,2.0,2.5e-06
unpublished,3.0,3.75e-06
waited,2.0,2.5e-06
oeuvre,1.0,1.25e-06
composing,6.0,7.5e-06
quartets,2.0,2.5e-06
mozart,4.0,5e-06
beethoven,2.0,2.5e-06
emulates,1.0,1.25e-06
lengths,17.0,2.125e-05
staccato,1.0,1.25e-06
arpeggios,1.0,1.25e-06
recapitulation,1.0,1.25e-06
augmented,4.0,5e-06
unconventional,2.0,2.5e-06
instrumentation,8.0,1e-05
cellos,5.0,6.25e-06
violas,1.0,1.25e-06
richness,2.0,2.5e-06
expansive,5.0,6.25e-06
allegro,1.0,1.25e-06
troppo,1.0,1.25e-06
harmonic,2.0,2.5e-06
pulse,6.0,7.5e-06
celli,1.0,1.25e-06
modulation,2.0,2.5e-06
submediant,1.0,1.25e-06
lifts,4.0,5e-06
magically,1.0,1.25e-06
adagios,1.0,1.25e-06
ternary,2.0,2.5e-06
otherworldly,1.0,1.25e-06
tranquility,3.0,3.75e-06
intensely,1.0,1.25e-06
turbulent,7.0,8.75e-06
turbulence,2.0,2.5e-06
somehow,1.0,1.25e-06
contrives,1.0,1.25e-06
harmonically,1.0,1.25e-06
tranquil,1.0,1.25e-06
resembles,14.0,1.75e-05
juxtaposition,3.0,3.75e-06
exceedingly,2.0,2.5e-06
distantly,1.0,1.25e-06
tonal,2.0,2.5e-06
supertonic,3.0,3.75e-06
exploited,5.0,6.25e-06
scherzo,1.0,1.25e-06
symphonic,6.0,7.5e-06
innovative,16.0,2e-05
stringed,3.0,3.75e-06
exuberant,1.0,1.25e-06
demonstrates,6.0,7.5e-06
interplay,1.0,1.25e-06
modes,9.0,1.125e-05
forte,3.0,3.75e-06
belatedly,1.0,1.25e-06
brahms,7.0,8.75e-06
complement,6.0,7.5e-06
adagio,2.0,2.5e-06
repertoire,10.0,1.25e-05
valedictory,1.0,1.25e-06
prefigures,2.0,2.5e-06
unison,1.0,1.25e-06
octaves,1.0,1.25e-06
abt,4.0,5e-06
hark,1.0,1.25e-06
dared,2.0,2.5e-06
resting,6.0,7.5e-06
tombstone,1.0,1.25e-06
plaintive,1.0,1.25e-06
pensive,2.0,2.5e-06
nocturnal,4.0,5e-06
nocturne,1.0,1.25e-06
draws,14.0,1.75e-05
lazaretto,2.0,2.5e-06
prequel,2.0,2.5e-06
isaac,35.0,4.375e-05
schneider,4.0,5e-06
reissue,3.0,3.75e-06
gramophone,2.0,2.5e-06
melos,2.0,2.5e-06
gala,9.0,1.125e-05
beths,1.0,1.25e-06
anthologized,1.0,1.25e-06
rites,3.0,3.75e-06
vivian,2.0,2.5e-06
interfere,6.0,7.5e-06
residencies,2.0,2.5e-06
beers,10.0,1.25e-05
stylish,3.0,3.75e-06
replicate,2.0,2.5e-06
welded,6.0,7.5e-06
sandblasted,1.0,1.25e-06
benches,1.0,1.25e-06
chairs,4.0,5e-06
sleek,1.0,1.25e-06
finishes,5.0,6.25e-06
textures,2.0,2.5e-06
crafting,1.0,1.25e-06
functioning,5.0,6.25e-06
ellen,12.0,1.5e-05
aeronautic,1.0,1.25e-06
rowing,19.0,2.375e-05
regatta,5.0,6.25e-06
accolades,4.0,5e-06
coxswain,1.0,1.25e-06
lucerne,3.0,3.75e-06
eton,5.0,6.25e-06
bids,4.0,5e-06
novice,1.0,1.25e-06
acc,1.0,1.25e-06
sacramento,7.0,8.75e-06
tiebreaker,1.0,1.25e-06
glastonbury,10.0,1.25e-05
communal,2.0,2.5e-06
gigging,1.0,1.25e-06
bricklaying,1.0,1.25e-06
slater,17.0,2.125e-05
wishbone,2.0,2.5e-06
ash,16.0,2e-05
lea,3.0,3.75e-06
headliners,1.0,1.25e-06
friendliness,1.0,1.25e-06
sparkle,2.0,2.5e-06
bowler,3.0,3.75e-06
pinafore,1.0,1.25e-06
peaking,6.0,7.5e-06
materialised,1.0,1.25e-06
extravaganza,1.0,1.25e-06
mick,9.0,1.125e-05
lawson,8.0,1e-05
disintegrated,2.0,2.5e-06
unreleased,3.0,3.75e-06
lids,1.0,1.25e-06
sherry,1.0,1.25e-06
reunion,10.0,1.25e-05
materialized,2.0,2.5e-06
weekend,29.0,3.625e-05
dap,1.0,1.25e-06
infrequent,2.0,2.5e-06
mutter,2.0,2.5e-06
turmoil,4.0,5e-06
reunite,3.0,3.75e-06
slaters,2.0,2.5e-06
demo,5.0,6.25e-06
foursome,2.0,2.5e-06
memorabilia,1.0,1.25e-06
forbidden,7.0,8.75e-06
rondo,1.0,1.25e-06
rework,1.0,1.25e-06
boots,14.0,1.75e-05
helium,1.0,1.25e-06
weekday,2.0,2.5e-06
bookings,1.0,1.25e-06
entitlement,1.0,1.25e-06
sorry,1.0,1.25e-06
rehearsals,3.0,3.75e-06
ferguson,13.0,1.625e-05
plimsoll,1.0,1.25e-06
scotsman,2.0,2.5e-06
fiddlers,4.0,5e-06
throat,9.0,1.125e-05
stuck,2.0,2.5e-06
precursor,3.0,3.75e-06
josephs,9.0,1.125e-05
newsweek,6.0,7.5e-06
statesman,4.0,5e-06
vanity,8.0,1e-05
polemicist,1.0,1.25e-06
arraigned,1.0,1.25e-06
merciless,2.0,2.5e-06
fluent,8.0,1e-05
loving,6.0,7.5e-06
pungent,2.0,2.5e-06
seldom,8.0,1e-05
ephemeral,2.0,2.5e-06
argumentative,1.0,1.25e-06
worthy,4.0,5e-06
inquiring,3.0,3.75e-06
inquirers,1.0,1.25e-06
reportage,1.0,1.25e-06
lays,6.0,7.5e-06
omnivore,1.0,1.25e-06
exhilarating,3.0,3.75e-06
infuriating,1.0,1.25e-06
wit,6.0,7.5e-06
breadth,4.0,5e-06
blanks,2.0,2.5e-06
prodigiously,1.0,1.25e-06
supremely,3.0,3.75e-06
evocative,2.0,2.5e-06
readable,2.0,2.5e-06
unargued,1.0,1.25e-06
warned,10.0,1.25e-05
bombast,2.0,2.5e-06
orthodoxies,1.0,1.25e-06
ley,2.0,2.5e-06
herald,10.0,1.25e-05
combating,1.0,1.25e-06
outlines,3.0,3.75e-06
ips,9.0,1.125e-05
reminded,2.0,2.5e-06
vulnerability,7.0,8.75e-06
shocked,12.0,1.5e-05
invasions,5.0,6.25e-06
bolstered,1.0,1.25e-06
cooperation,37.0,4.625e-05
enhancement,13.0,1.625e-05
materializing,1.0,1.25e-06
countering,3.0,3.75e-06
mitigating,1.0,1.25e-06
arctic,7.0,8.75e-06
timeliness,1.0,1.25e-06
priorities,11.0,1.375e-05
fostering,3.0,3.75e-06
aggressively,3.0,3.75e-06
illustrate,3.0,3.75e-06
environmental,29.0,3.625e-05
secretariat,7.0,8.75e-06
embassy,16.0,2e-05
counterterrorism,2.0,2.5e-06
combining,8.0,1e-05
counterterrorist,1.0,1.25e-06
proliferation,4.0,5e-06
combatting,1.0,1.25e-06
crises,1.0,1.25e-06
democracy,22.0,2.75e-05
commissioners,18.0,2.25e-05
envisions,2.0,2.5e-06
interpreter,4.0,5e-06
articulating,2.0,2.5e-06
steward,11.0,1.375e-05
reconfiguring,1.0,1.25e-06
imbalances,1.0,1.25e-06
ottawa,10.0,1.25e-05
ensuring,3.0,3.75e-06
embassies,9.0,1.125e-05
guiding,4.0,5e-06
reorganized,6.0,7.5e-06
partnerships,4.0,5e-06
defensively,1.0,1.25e-06
shortcomings,1.0,1.25e-06
complexities,1.0,1.25e-06
capability,8.0,1e-05
responding,3.0,3.75e-06
insignificant,3.0,3.75e-06
quantum,14.0,1.75e-05
angular,9.0,1.125e-05
atom,16.0,2e-05
electron,21.0,2.625e-05
spin,14.0,1.75e-05
symbols,21.0,2.625e-05
coupling,23.0,2.875e-05
predicted,11.0,1.375e-05
multiplied,3.0,3.75e-06
quantized,1.0,1.25e-06
photon,1.0,1.25e-06
energies,5.0,6.25e-06
compiled,18.0,2.25e-05
atoms,18.0,2.25e-05
ionized,1.0,1.25e-06
spectroscopic,3.0,3.75e-06
corresponding,22.0,2.75e-05
orbitals,10.0,1.25e-05
diffuse,1.0,1.25e-06
ssp,3.0,3.75e-06
superscript,3.0,3.75e-06
triplet,2.0,2.5e-06
subscript,3.0,3.75e-06
mesons,3.0,3.75e-06
nuclei,7.0,8.75e-06
designate,2.0,2.5e-06
momenta,1.0,1.25e-06
sl,3.0,3.75e-06
microstates,3.0,3.75e-06
uncoupled,2.0,2.5e-06
ml,3.0,3.75e-06
mutually,1.0,1.25e-06
commute,3.0,3.75e-06
span,15.0,1.875e-05
obviously,8.0,1e-05
equals,5.0,6.25e-06
dimensions,10.0,1.25e-05
representations,7.0,8.75e-06
parity,9.0,1.125e-05
correspond,4.0,5e-06
subshell,4.0,5e-06
summation,3.0,3.75e-06
unfilled,1.0,1.25e-06
fluorine,2.0,2.5e-06
discard,2.0,2.5e-06
periodic,6.0,7.5e-06
alkali,4.0,5e-06
metals,4.0,5e-06
boron,1.0,1.25e-06
halogens,1.0,1.25e-06
inert,3.0,3.75e-06
heaviest,3.0,3.75e-06
spaced,2.0,2.5e-06
perturbed,1.0,1.25e-06
element,19.0,2.375e-05
vertically,3.0,3.75e-06
subcategory,1.0,1.25e-06
integer,2.0,2.5e-06
holes,4.0,5e-06
quicker,2.0,2.5e-06
symmetry,3.0,3.75e-06
labels,22.0,2.75e-05
brackets,7.0,8.75e-06
enclose,1.0,1.25e-06
symmetries,2.0,2.5e-06
spatial,10.0,1.25e-05
symmetric,2.0,2.5e-06
singlets,1.0,1.25e-06
triplets,2.0,2.5e-06
inequivalent,1.0,1.25e-06
singlet,1.0,1.25e-06
ion,22.0,2.75e-05
unexcited,1.0,1.25e-06
denoted,6.0,7.5e-06
kr,2.0,2.5e-06
rn,6.0,7.5e-06
nl,12.0,1.5e-05
emission,4.0,5e-06
neon,13.0,1.625e-05
consecutively,2.0,2.5e-06
relation,15.0,1.875e-05
pic,1.0,1.25e-06
eights,1.0,1.25e-06
biennale,1.0,1.25e-06
sao,2.0,2.5e-06
institutes,9.0,1.125e-05
cocos,3.0,3.75e-06
keeling,3.0,3.75e-06
portals,6.0,7.5e-06
extensible,1.0,1.25e-06
subversion,1.0,1.25e-06
repository,3.0,3.75e-06
trac,1.0,1.25e-06
bugs,3.0,3.75e-06
enhancements,3.0,3.75e-06
repositories,2.0,2.5e-06
separately,5.0,6.25e-06
toolkit,1.0,1.25e-06
contributors,7.0,8.75e-06
functionalities,4.0,5e-06
satisfy,7.0,8.75e-06
erotic,12.0,1.5e-05
damned,8.0,1e-05
observant,1.0,1.25e-06
agnostic,3.0,3.75e-06
sequels,4.0,5e-06
cana,3.0,3.75e-06
distanced,2.0,2.5e-06
stances,3.0,3.75e-06
pledging,3.0,3.75e-06
humanist,5.0,6.25e-06
rices,25.0,3.125e-05
leukemia,6.0,7.5e-06
pen,8.0,1e-05
roquelaure,2.0,2.5e-06
katherine,12.0,1.5e-05
impulsive,1.0,1.25e-06
coping,1.0,1.25e-06
mamma,1.0,1.25e-06
ghetto,1.0,1.25e-06
rectory,3.0,3.75e-06
addiction,3.0,3.75e-06
prism,2.0,2.5e-06
correcting,2.0,2.5e-06
aunts,1.0,1.25e-06
eyre,2.0,2.5e-06
dilapidated,4.0,5e-06
awful,1.0,1.25e-06
hated,4.0,5e-06
bever,1.0,1.25e-06
pin,14.0,1.75e-05
womans,11.0,1.375e-05
ginny,1.0,1.25e-06
apartment,16.0,2e-05
rekindling,1.0,1.25e-06
nursing,6.0,7.5e-06
hippie,2.0,2.5e-06
firsthand,2.0,2.5e-06
castro,6.0,7.5e-06
typing,3.0,3.75e-06
instructor,20.0,2.5e-05
granulocytic,1.0,1.25e-06
prophetic,3.0,3.75e-06
alto,7.0,8.75e-06
dickens,1.0,1.25e-06
woolf,1.0,1.25e-06
hemingway,1.0,1.25e-06
doyle,3.0,3.75e-06
rider,6.0,7.5e-06
haggard,1.0,1.25e-06
grieving,2.0,2.5e-06
vampires,5.0,6.25e-06
gloria,7.0,8.75e-06
rejections,1.0,1.25e-06
germs,5.0,6.25e-06
contaminated,4.0,5e-06
touched,3.0,3.75e-06
obsessive,1.0,1.25e-06
washing,4.0,5e-06
obsessively,1.0,1.25e-06
locks,1.0,1.25e-06
hygiene,8.0,1e-05
crazy,7.0,8.75e-06
squaw,3.0,3.75e-06
